cutoff,side,group,n_in_tail,psus_in_tail,population_share_pct,tail_composition_pct,lift,group_in_tail_pct,all_households_in_tail_pct
2000,below,OBC,11608,1881,42.072172377841966,43.481971700043864,1.0335090688814632,70.1672959431706,67.89228856899206
2000,below,Others,353,178,1.463964572266931,1.2053467247858993,0.8233441898934992,55.89872133185245,67.89228856899206
2000,below,SC,6430,1466,22.064121777569152,24.174985981625518,1.095669531982112,74.38751204158201,67.89228856899206
2000,below,ST,2775,563,8.285951358738656,9.842835840389172,1.1878944751478142,80.64887449624678,67.89228856899206
2000,at_or_above,Brahmin,1186,621,4.920735312303578,7.523003392267391,1.5288372397225314,49.08746491798976,32.10771143100795
2000,at_or_above,Forward/General,4650,1265,21.048673660494437,28.534386825916407,1.3556382357464956,43.52644127818922,32.10771143100795
2000,at_or_above,Not reported,52,35,0.14438094078529223,0.24610747786135914,1.7045703991314451,54.72985448915049,32.10771143100795
2000,at_or_above,OBC,5448,1628,42.072172377841966,39.0911283189102,0.9291445178499558,29.8327040568294,32.10771143100795
2000,at_or_above,Others,215,129,1.463964572266931,2.0108163018896468,1.3735416416368074,44.10127866814755,32.10771143100795
2000,at_or_above,SC,2511,1063,22.064121777569152,17.60066439351691,0.7977051872243615,25.612487958417972,32.10771143100795
2000,at_or_above,ST,869,352,8.285951358738656,4.9938932896380726,0.602694014655461,19.35112550375322,32.10771143100795
5000,below,Brahmin,1680,749,4.920735312303578,4.285144540652693,0.8708341881219086,79.01063016778158,90.72982118235447
5000,below,Forward/General,7901,1613,21.048673660494437,19.565886607199463,0.9295543711108996,84.33830187016788,90.72982118235447
5000,below,Not reported,64,36,0.14438094078529223,0.12034684267037737,0.8335369060196403,75.62665443205496,90.72982118235447
5000,below,OBC,15617,2042,42.072172377841966,42.87887574819148,1.0191742742234624,92.46949965395063,90.72982118235447
5000,below,Others,493,222,1.463964572266931,1.315304576570604,0.8984538297493573,81.51655531376073,90.72982118235447
5000,below,SC,8420,1654,22.064121777569152,23.156219173898165,1.049496526865586,95.22063221401667,90.72982118235447
5000,below,ST,3375,664,8.285951358738656,8.678222510817228,1.0473417155249012,95.02512656639463,90.72982118235447
5000,at_or_above,Brahmin,512,338,4.920735312303578,11.14143916186384,2.2641817644623767,20.98936983221842,9.270178817645537
5000,at_or_above,Forward/General,1764,781,21.048673660494437,35.56112340319879,1.6894709841001667,15.661698129832125,9.270178817645537
5000,at_or_above,Not reported,22,19,0.14438094078529223,0.3796093508451554,2.629220649072162,24.373345567945,9.270178817645537
5000,at_or_above,OBC,1439,804,42.072172377841966,34.176741881971125,0.8123360394855887,7.530500346049374,9.270178817645537
5000,at_or_above,Others,75,51,1.463964572266931,2.9189413415201293,1.9938606417231703,18.48344468623927,9.270178817645537
5000,at_or_above,SC,521,363,22.064121777569152,11.375460487234722,0.5155637102583096,4.779367785983323,9.270178817645537
5000,at_or_above,ST,269,127,8.285951358738656,4.446684373366239,0.5366534488132868,4.974873433605354,9.270178817645537
10000,below,Brahmin,2006,822,4.920735312303578,4.682559760747493,0.9515975689729617,92.7018435347193,97.41706637057761
10000,below,Forward/General,9113,1659,21.048673660494437,20.590606192107515,0.978237703915442,95.29704732853206,97.41706637057761
10000,below,Not reported,78,44,0.14438094078529223,0.1302221500609741,0.901934489086246,87.86381198522784,97.41706637057761
10000,below,OBC,16681,2080,42.072172377841966,42.36450533153771,1.0069483684148837,98.09395603761757,97.41706637057761
10000,below,Others,543,237,1.463964572266931,1.4230954805675167,0.972083278192908,94.69750122944718,97.41706637057761
10000,below,SC,8823,1699,22.064121777569152,22.426320449930667,1.0164157302979415,99.01623865853368,97.41706637057761
10000,below,ST,3557,685,8.285951358738656,8.382690635048123,1.0116750958485223,98.55441995773596,97.41706637057761
10000,at_or_above,Brahmin,186,146,4.920735312303578,13.90368526095426,2.825530002841268,7.2981564652807,2.582933629422407
10000,at_or_above,Forward/General,552,348,21.048673660494437,38.324994066771886,1.8207795267738323,4.702952671467947,2.582933629422407
10000,at_or_above,Not reported,8,7,0.14438094078529223,0.678389186295826,4.698606219117614,12.136188014772149,2.582933629422407
10000,at_or_above,OBC,375,300,42.072172377841966,31.046639848438883,0.7379376460434482,1.9060439623824312,2.582933629422407
10000,at_or_above,Others,25,21,1.463964572266931,3.005369652612472,2.0528978019998765,5.302498770552822,2.582933629422407
10000,at_or_above,SC,118,102,22.064121777569152,8.403557021723275,0.38086977158848473,0.9837613414663278,2.582933629422407
10000,at_or_above,ST,87,49,8.285951358738656,4.637364963203412,0.559665965008675,1.4455800422640508,2.582933629422407
